,snapshot,objective,stores,generators
104,2020-01-05 08:00:00,1.0,1.0,1.0
105,2020-01-05 09:00:00,1.0,1.0,1.0
106,2020-01-05 10:00:00,1.0,1.0,1.0
107,2020-01-05 11:00:00,1.0,1.0,1.0
108,2020-01-05 12:00:00,1.0,1.0,1.0
109,2020-01-05 13:00:00,1.0,1.0,1.0
110,2020-01-05 14:00:00,1.0,1.0,1.0
111,2020-01-05 15:00:00,1.0,1.0,1.0
112,2020-01-05 16:00:00,1.0,1.0,1.0
113,2020-01-05 17:00:00,1.0,1.0,1.0
114,2020-01-05 18:00:00,1.0,1.0,1.0
115,2020-01-05 19:00:00,1.0,1.0,1.0
116,2020-01-05 20:00:00,1.0,1.0,1.0
117,2020-01-05 21:00:00,1.0,1.0,1.0
118,2020-01-05 22:00:00,1.0,1.0,1.0
119,2020-01-05 23:00:00,1.0,1.0,1.0
120,2020-01-06 00:00:00,1.0,1.0,1.0
121,2020-01-06 01:00:00,1.0,1.0,1.0
122,2020-01-06 02:00:00,1.0,1.0,1.0
123,2020-01-06 03:00:00,1.0,1.0,1.0
124,2020-01-06 04:00:00,1.0,1.0,1.0
125,2020-01-06 05:00:00,1.0,1.0,1.0
126,2020-01-06 06:00:00,1.0,1.0,1.0
127,2020-01-06 07:00:00,1.0,1.0,1.0
128,2020-01-06 08:00:00,1.0,1.0,1.0
129,2020-01-06 09:00:00,1.0,1.0,1.0
130,2020-01-06 10:00:00,1.0,1.0,1.0
131,2020-01-06 11:00:00,1.0,1.0,1.0
132,2020-01-06 12:00:00,1.0,1.0,1.0
133,2020-01-06 13:00:00,1.0,1.0,1.0
134,2020-01-06 14:00:00,1.0,1.0,1.0
135,2020-01-06 15:00:00,1.0,1.0,1.0
136,2020-01-06 16:00:00,1.0,1.0,1.0
137,2020-01-06 17:00:00,1.0,1.0,1.0
138,2020-01-06 18:00:00,1.0,1.0,1.0
139,2020-01-06 19:00:00,1.0,1.0,1.0
140,2020-01-06 20:00:00,1.0,1.0,1.0
141,2020-01-06 21:00:00,1.0,1.0,1.0
142,2020-01-06 22:00:00,1.0,1.0,1.0
143,2020-01-06 23:00:00,1.0,1.0,1.0
144,2020-01-07 00:00:00,1.0,1.0,1.0
145,2020-01-07 01:00:00,1.0,1.0,1.0
146,2020-01-07 02:00:00,1.0,1.0,1.0
147,2020-01-07 03:00:00,1.0,1.0,1.0
148,2020-01-07 04:00:00,1.0,1.0,1.0
149,2020-01-07 05:00:00,1.0,1.0,1.0
150,2020-01-07 06:00:00,1.0,1.0,1.0
151,2020-01-07 07:00:00,1.0,1.0,1.0
152,2020-01-07 08:00:00,1.0,1.0,1.0
153,2020-01-07 09:00:00,1.0,1.0,1.0
154,2020-01-07 10:00:00,1.0,1.0,1.0
155,2020-01-07 11:00:00,1.0,1.0,1.0
156,2020-01-07 12:00:00,1.0,1.0,1.0
157,2020-01-07 13:00:00,1.0,1.0,1.0
158,2020-01-07 14:00:00,1.0,1.0,1.0
159,2020-01-07 15:00:00,1.0,1.0,1.0
160,2020-01-07 16:00:00,1.0,1.0,1.0
161,2020-01-07 17:00:00,1.0,1.0,1.0
162,2020-01-07 18:00:00,1.0,1.0,1.0
163,2020-01-07 19:00:00,1.0,1.0,1.0
164,2020-01-07 20:00:00,1.0,1.0,1.0
165,2020-01-07 21:00:00,1.0,1.0,1.0
166,2020-01-07 22:00:00,1.0,1.0,1.0
167,2020-01-07 23:00:00,1.0,1.0,1.0
